athlete_id,name,general_gamesPlayed,general_fumblesForced,general_fumblesRecovered,general_fumblesTouchdowns,passing_completions,passing_passingAttempts,passing_completionPct,passing_passingYards,passing_yardsPerPassAttempt,passing_passingYardsPerGame,passing_longPassing,passing_passingTouchdowns,passing_interceptions,passing_sacks,passing_sackYardsLost,passing_QBR,passing_QBRating,passing_adjQBR,rushing_rushingAttempts,rushing_rushingYards,rushing_yardsPerRushAttempt,rushing_longRushing,rushing_rushingBigPlays,rushing_rushingTouchdowns,rushing_rushingYardsPerGame,rushing_rushingFumbles,rushing_rushingFumblesLost,rushing_rushingFirstDowns,receiving_receptions,receiving_receivingTargets,receiving_receivingYards,receiving_yardsPerReception,receiving_receivingTouchdowns,receiving_longReception,receiving_receivingBigPlays,receiving_receivingYardsPerGame,receiving_receivingFumbles,receiving_receivingFumblesLost,receiving_receivingYardsAfterCatch,receiving_receivingFirstDowns,defensive_soloTackles,defensive_assistTackles,defensive_totalTackles,defensive_sacks,defensive_sackYards,defensive_tacklesForLoss,defensive_passesDefended,defensive_longInterception,defensiveinterceptions_interceptions,defensiveinterceptions_interceptionYards,defensiveinterceptions_interceptionTouchdowns,scoring_rushingTouchdowns,scoring_receivingTouchdowns,scoring_returnTouchdowns,scoring_totalTouchdowns,scoring_fieldGoals,scoring_kickExtraPoints,scoring_totalTwoPointConvs,scoring_totalPoints,scoring_totalPointsPerGame,returning_kickReturns,returning_kickReturnYards,returning_yardsPerKickReturn,returning_longKickReturn,returning_kickReturnTouchdowns,returning_puntReturns,returning_puntReturnYards,returning_yardsPerPuntReturn,returning_longPuntReturn,returning_puntReturnTouchdowns,returning_puntReturnFairCatches,kicking_fieldGoalsMade,kicking_fieldGoalAttempts,kicking_fieldGoalPct,kicking_longFieldGoalMade,kicking_fieldGoalsMade1_19,kicking_fieldGoalsMade20_29,kicking_fieldGoalsMade30_39,kicking_fieldGoalsMade40_49,kicking_fieldGoalsMade50,kicking_fieldGoalAttempts1_19,kicking_fieldGoalAttempts20_29,kicking_fieldGoalAttempts30_39,kicking_fieldGoalAttempts40_49,kicking_fieldGoalAttempts50,kicking_extraPointsMade,kicking_extraPointAttempts,kicking_extraPointPct,punting_punts,punting_puntYards,punting_longPunt,punting_grossAvgPuntYards,punting_netAvgPuntYards,punting_puntsBlocked,punting_puntsInside20,punting_touchbacks,punting_fairCatches,punting_puntReturns,punting_puntReturnYards,punting_avgPuntReturnYards,team,position,season,fantasy_points_standard,fantasy_points_half_ppr,fantasy_points_ppr
4061956,Ashton Dulin,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,3.0,44.0,14.666999816894531,22.0,1.0,0.0,3.6666667461395264,0.0,0.0,2.0,5.0,10.0,106.0,21.200000762939453,0.0,48.0,3.0,8.833333015441895,0.0,0.0,53.0,4.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,16.0,516.0,32.25,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,WR,2025,15.0,17.5,20.0
4426496,Cade Stover,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,39.58300018310547,0.38,4.0,3.0,0.75,2.0,0.0,0.0,0.3333333432674408,0.0,0.0,2.0,12.0,16.0,76.0,6.333000183105469,0.0,11.0,0.0,8.44444465637207,0.0,0.0,52.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,TE,2025,7.8999999999999995,13.899999999999999,19.9
3929785,Nick Westbrook-Ikhine,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,89.0,8.090999603271484,0.0,18.0,0.0,5.933333396911621,0.0,0.0,28.0,8.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,WR,2025,8.9,14.4,19.9
3127306,Dante Pettis,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,127.0,14.111000061035156,0.0,32.0,3.0,15.875,1.0,1.0,86.0,4.0,,,,,,,,,,,,,,,,,,,,,15.0,351.0,23.399999618530273,32.0,0.0,13.0,79.0,6.07692289352417,17.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,10.7,15.2,19.7
4431545,Will Shipley,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,14.0,49.0,3.5,20.0,1.0,0.0,3.2666666507720947,0.0,0.0,4.0,9.0,12.0,56.0,6.2220001220703125,0.0,12.0,0.0,3.7333333492279053,0.0,0.0,63.0,2.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,777.0,26.79310417175293,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI,RB,2025,10.5,15.0,19.5
3128444,Matthew Wright,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,4.0,0.0,19.0,4.75,,,,,,,,,,,,5.0,5.0,100.0,46.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,4.0,4.0,100.0,,,,,,,,,,,,,,,2025,19.0,19.0,19.0
4245661,Lucas Havrisik,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.0,7.0,0.0,19.0,6.333000183105469,,,,,,,,,,,,4.0,4.0,100.0,61.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,9.0,77.77799987792969,,,,,,,,,,,,,GB,PK,2025,19.0,19.0,19.0
4715355,Darius Cooper,13.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,92.0,10.222000122070312,0.0,19.0,0.0,7.07692289352417,0.0,0.0,22.0,6.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI,WR,2025,9.2,13.7,18.2
4047422,Tanner Conner,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,91.0,10.111000061035156,0.0,28.0,1.0,10.11111068725586,0.0,0.0,39.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYG,TE,2025,9.1,13.6,18.1
4241983,Cody White,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,90.0,30.0,1.0,60.0,2.0,9.0,0.0,0.0,58.0,2.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.6000000238418579,4.0,106.0,26.5,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEA,WR,2025,15.0,16.5,18.0
5097554,Kameron Johnson,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,2.0,13.0,6.5,11.0,0.0,0.0,0.7647058963775635,0.0,0.0,1.0,4.0,7.0,64.0,16.0,1.0,34.0,1.0,3.7647058963775635,0.0,0.0,20.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.3529999852180481,27.0,685.0,25.370370864868164,44.0,0.0,26.0,291.0,11.192307472229004,54.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TB,WR,2025,13.700000000000001,15.700000000000001,17.700000000000003
4244049,Quintin Morris,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,55.0,9.166999816894531,1.0,14.0,0.0,3.9285714626312256,0.0,0.0,21.0,4.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.42899999022483826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAX,TE,2025,11.5,14.5,17.5
3915486,Tyler Conklin,13.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.49,39.58300018310547,36.82,1.0,2.0,2.0,2.0,0.0,0.0,0.1538461595773697,0.0,0.0,1.0,7.0,10.0,101.0,14.428999900817871,0.0,33.0,2.0,7.769230842590332,1.0,0.0,57.0,3.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,TE,2025,10.299999999999999,13.799999999999999,17.299999999999997
4360294,Antonio Gibson,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,25.0,106.0,4.239999771118164,21.0,1.0,1.0,21.200000762939453,1.0,1.0,6.0,2.0,3.0,6.0,3.0,0.0,5.0,0.0,1.2000000476837158,0.0,0.0,16.0,0.0,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.2000000476837158,12.0,342.0,28.5,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,15.200000000000003,16.200000000000003,17.200000000000003
4035222,Trayveon Williams,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,10.0,36.0,3.5999999046325684,11.0,0.0,0.0,5.142857074737549,0.0,0.0,3.0,8.0,9.0,55.0,6.875,0.0,26.0,1.0,7.857142925262451,0.0,0.0,83.0,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,212.0,23.55555534362793,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,9.1,13.1,17.1
3116407,Mason Rudolph,5.0,,,0.0,38.0,52.0,73.0770034790039,310.0,5.961999893188477,62.0,28.0,2.0,2.0,2.0,12.0,36.49,84.61499786376953,34.11,7.0,6.0,0.8569999933242798,3.0,0.0,0.0,1.2000000476837158,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,QB,2025,17.0,17.0,17.0
4035656,Ben Skowronek,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,69.0,17.25,1.0,22.0,2.0,4.058823585510254,0.0,0.0,23.0,4.0,11.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.3529999852180481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,WR,2025,12.9,14.9,16.9
4383440,Nate Adkins,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,48.0,8.0,1.0,16.0,0.0,5.333333492279053,0.0,0.0,26.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.6669999957084656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN,TE,2025,10.8,13.8,16.8
4034862,Jack Stoll,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,46.0,7.666999816894531,1.0,13.0,0.0,3.066666603088379,0.0,0.0,17.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.4000000059604645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,TE,2025,10.6,13.6,16.6
4695193,Efton Chism III,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,75.0,25.0,1.0,35.0,2.0,9.375,0.0,0.0,40.0,3.0,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.75,16.0,383.0,23.9375,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,WR,2025,13.5,15.0,16.5
4430870,KeAndre Lambert-Smith,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,51.0,10.199999809265137,1.0,18.0,0.0,5.099999904632568,0.0,0.0,21.0,3.0,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.6000000238418579,18.0,418.0,23.22222137451172,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC,WR,2025,11.1,13.6,16.1
4361332,Shedrick Jackson,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,1.0,3.0,3.0,3.0,0.0,0.0,0.6000000238418579,0.0,0.0,0.0,4.0,5.0,56.0,14.0,1.0,25.0,1.0,11.199999809265137,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.2000000476837158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LV,WR,2025,11.9,13.9,15.9
3929914,Adam Prentice,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,10.0,44.0,4.400000095367432,18.0,0.0,0.0,2.588235378265381,0.0,0.0,7.0,6.0,8.0,53.0,8.833000183105469,0.0,14.0,0.0,3.117647171020508,0.0,0.0,43.0,3.0,3.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN,FB,2025,9.7,12.7,15.7
4012556,C.J. Ham,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,3.0,5.0,1.6670000553131104,3.0,0.0,2.0,0.4545454680919647,0.0,0.0,2.0,2.0,2.0,11.0,5.5,0.0,6.0,0.0,1.0,0.0,0.0,9.0,1.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,1.090999960899353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,13.6,14.6,15.6
4383351,Trey Lance,4.0,,,0.0,27.0,57.0,47.36800003051758,226.0,3.9649999141693115,56.5,28.0,0.0,1.0,6.0,44.0,14.08,50.768001556396484,20.01,17.0,85.0,5.0,22.0,1.0,0.0,21.25,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC,QB,2025,15.54,15.54,15.54
4428796,Casey Washington,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,94.0,15.666999816894531,0.0,25.0,1.0,13.428571701049805,0.0,0.0,12.0,6.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,9.4,12.4,15.4
4685247,Braelon Allen,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,18.0,76.0,4.2220001220703125,15.0,0.0,1.0,19.0,1.0,1.0,4.0,2.0,3.0,17.0,8.5,0.0,12.0,0.0,4.25,0.0,0.0,9.0,1.0,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.5,4.0,100.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYJ,RB,2025,13.299999999999999,14.299999999999999,15.299999999999999
4427600,Terrell Jennings,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,23.0,73.0,3.1740000247955322,11.0,0.0,1.0,10.428571701049805,0.0,0.0,8.0,1.0,1.0,9.0,9.0,0.0,9.0,0.0,1.2857142686843872,0.0,0.0,7.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.8569999933242798,2.0,59.0,29.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,RB,2025,14.200000000000001,14.700000000000001,15.200000000000001
3914397,Scotty Miller,13.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,62.0,6.888999938964844,0.0,15.0,0.0,4.769230842590332,0.0,0.0,31.0,4.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,17.0,25.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHI,WR,2025,6.2,10.7,15.2
4034704,Michael Bandy,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,50.0,12.5,1.0,20.0,1.0,12.5,0.0,0.0,26.0,3.0,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.5,0.0,0.0,0.0,0.0,0.0,5.0,29.0,5.800000190734863,12.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN,WR,2025,11.0,13.0,15.0
5092436,Jude McAtamney,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,9.0,0.0,15.0,3.75,,,,,,,,,,,,2.0,2.0,100.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,12.0,75.0,,,,,,,,,,,,,,,2025,15.0,15.0,15.0
4429835,George Holani,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,22.0,73.0,3.318000078201294,9.0,0.0,1.0,6.636363506317139,1.0,1.0,5.0,2.0,2.0,15.0,7.5,0.0,11.0,0.0,1.3636363744735718,0.0,0.0,16.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.5450000166893005,16.0,387.0,24.1875,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEA,RB,2025,12.8,13.8,14.8
4430191,Skyy Moore,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,2.0,11.0,5.5,10.0,0.0,0.0,0.6470588445663452,0.0,0.0,1.0,5.0,7.0,87.0,17.399999618530273,0.0,23.0,2.0,5.117647171020508,0.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,33.0,907.0,27.484848022460938,98.0,0.0,25.0,291.0,11.640000343322754,66.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,WR,2025,9.799999999999999,12.299999999999999,14.799999999999999
4689334,Malik Heath,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,86.0,14.333000183105469,0.0,37.0,1.0,7.818181991577148,0.0,0.0,29.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,8.6,11.6,14.6
4360086,Josh Whyle,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,36.0,7.199999809265137,1.0,21.0,1.0,4.5,0.0,0.0,21.0,2.0,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,TE,2025,9.6,12.1,14.6
4241424,Tylan Wallace,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,45.0,11.25,1.0,15.0,0.0,3.2142856121063232,0.0,0.0,17.0,3.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.42899999022483826,5.0,123.0,24.600000381469727,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,WR,2025,10.5,12.5,14.5
4877203,Gage Larvadain,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,39.58300018310547,0.28,1.0,3.0,3.0,3.0,0.0,0.0,0.23076923191547394,0.0,0.0,0.0,7.0,14.0,71.0,10.142999649047852,0.0,14.0,0.0,5.461538314819336,0.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,24.0,167.0,6.958333492279053,44.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,WR,2025,7.3999999999999995,10.899999999999999,14.399999999999999
3917668,Alec Ingold,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,2.0,9.0,4.5,6.0,0.0,0.0,0.529411792755127,0.0,0.0,1.0,8.0,11.0,52.0,6.5,0.0,22.0,1.0,3.058823585510254,0.0,0.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAC,FB,2025,6.1000000000000005,10.100000000000001,14.100000000000001
3728262,Ray-Ray McCloud III,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,69.0,9.857000350952148,0.0,24.0,1.0,11.5,0.0,0.0,51.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,91.0,22.75,30.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,6.9,10.4,13.9
4685201,Tanner McKee,4.0,,,0.0,24.0,43.0,55.81399917602539,274.0,6.372000217437744,68.5,31.0,1.0,1.0,3.0,14.0,35.57,73.20700073242188,26.01,8.0,8.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI,QB,2025,13.760000000000002,13.760000000000002,13.760000000000002
